Frame;leftX;leftY;rightX;rightY
106;325;361;518;360
107;325;361;518;360
108;324;361;518;360
109;325;361;518;360
110;325;361;518;360
111;325;361;519;360
112;325;361;519;360
113;325;361;519;360
114;325;361;518;360
115;324;361;518;360
116;322;360;515;360
117;320;360;513;361
118;318;360;510;361
119;315;360;508;361
120;313;360;505;361
121;308;358;500;360
122;305;358;498;360
123;303;357;496;360
124;302;357;494;360
125;300;357;494;359
126;298;357;491;359
127;296;357;489;359
128;295;356;487;359
129;294;356;487;359
130;292;356;486;359
131;292;356;486;359
132;292;356;486;359
133;292;355;487;358
134;293;355;487;357
135;294;355;488;357
136;295;354;490;357
137;296;355;490;357
138;297;355;491;357
139;298;354;492;357
140;299;355;493;357
141;300;355;494;356
142;301;355;495;356
143;301;355;495;356
144;301;355;496;357
145;301;355;496;357
146;301;355;495;357
147;301;355;495;357
148;301;356;495;357
149;301;356;496;357
150;302;356;496;357
151;304;356;498;357
152;306;356;499;357
153;307;357;501;357
154;308;357;502;357
155;310;357;504;357
156;313;357;507;357
157;314;357;508;357
158;316;357;510;357
159;318;358;512;357
160;320;358;514;357
161;325;358;519;357
162;331;358;524;358
163;338;361;529;358
164;346;362;522;352
165;350;362;526;353
166;360;363;551;358
167;364;363;554;359
168;367;363;558;359
169;370;362;558;359
170;371;362;559;359
171;372;362;558;359
172;371;362;557;359
173;371;362;557;360
174;372;363;559;360
175;373;363;559;361
176;374;364;560;361
177;376;364;562;361
178;377;365;562;361
179;378;365;563;361
180;379;365;564;361
181;379;365;564;361
182;380;365;565;360
183;381;365;565;360
184;382;365;567;360
185;383;365;569;359
186;385;365;570;359
187;388;365;574;359
188;390;365;575;358
189;392;365;577;358
190;393;364;579;357
191;395;364;580;356
192;397;363;582;355
193;397;363;582;355
194;398;363;581;355
195;397;363;582;355
196;396;363;581;355
197;395;362;579;355
198;395;362;579;355
199;394;362;579;355
200;395;362;581;355
201;395;362;581;355
202;396;361;581;354
203;396;361;581;354
204;397;361;582;354
205;397;361;582;354
206;397;362;582;354
207;397;362;581;354
208;396;362;579;355
209;395;362;578;355
210;394;362;577;355
211;392;362;577;355
212;393;363;577;356
213;393;363;578;356
214;395;362;579;356
215;396;362;580;355
216;398;363;581;355
217;400;362;584;354
218;401;362;585;354
219;402;362;585;354
220;403;362;585;353
221;404;362;585;353
222;405;362;583;353
223;406;362;583;353
224;406;362;583;353
225;406;362;583;353
226;406;362;584;353
227;407;362;585;353
228;407;362;586;352
229;407;362;585;352
230;407;362;586;352
231;407;362;588;352
232;407;362;585;352
233;407;362;586;352
234;407;362;586;352
235;407;362;586;352
236;407;362;586;352
237;407;362;588;352
238;406;362;587;352
239;407;362;584;353
240;407;362;584;352
241;407;362;584;352
242;406;363;585;353
243;406;363;584;353
244;407;363;584;353
245;407;363;585;353
246;408;362;585;353
247;409;363;586;352
248;410;363;586;352
249;410;362;586;352
250;411;363;587;352
251;411;363;587;352
252;411;362;587;352
253;411;363;586;352
254;410;363;586;352
255;411;363;587;352
256;411;363;586;352
257;411;362;589;352
258;412;363;589;352
259;412;363;589;353
260;413;364;590;353
261;414;364;592;353
262;417;364;594;352
263;418;364;595;352
264;419;363;595;352
265;418;362;597;350
266;419;361;596;349
267;419;361;595;349
268;419;361;597;349
269;419;362;597;349
270;419;362;597;349
271;419;362;596;349
272;417;362;595;350
273;417;362;595;350
274;417;362;595;350
275;417;362;595;350
276;418;362;596;350
277;419;362;594;350
278;420;362;595;350
279;420;362;595;350
280;421;362;596;350
281;421;362;596;349
282;422;362;597;349
283;422;362;597;349
284;422;362;598;349
285;421;362;597;349
286;421;362;597;349
287;419;362;595;350
288;418;362;595;350
289;417;362;594;350
290;417;362;594;350
291;416;362;592;351
292;414;362;591;351
293;414;362;589;351
294;413;362;589;351
295;413;362;588;352
296;413;362;588;352
297;412;363;588;352
298;412;363;587;352
299;412;362;588;352
300;411;362;589;352
301;411;363;589;352
302;411;363;587;352
303;412;363;590;352
304;412;363;589;352
305;412;363;589;352
306;412;363;589;351
307;411;363;589;352
308;410;363;589;352
309;410;363;588;352
310;410;364;588;353
311;410;364;587;353
312;410;364;588;353
313;410;364;588;353
314;410;364;587;353
315;410;364;586;353
316;410;364;587;353
317;410;364;586;353
318;410;364;586;353
319;409;364;586;353
320;409;364;586;353
321;408;365;586;354
322;408;364;585;354
323;407;364;585;354
324;407;364;584;354
325;408;364;585;354
326;409;364;588;353
327;427;365;601;350
328;449;360;602;353
329;463;357;612;352
330;478;355;624;354
331;495;354;649;354
332;524;350;667;325
333;533;349;674;323
334;540;349;680;320
335;544;349;685;298
336;546;350;688;297
337;547;350;689;299
338;547;352;689;300
339;546;352;688;301
340;543;352;686;301
341;535;353;681;301
342;522;354;676;301
343;518;353;666;330
344;489;359;660;346
345;483;362;644;340
346;475;363;638;342
347;466;364;632;343
348;450;365;621;346
349;445;365;616;349
350;439;365;611;350
351;434;366;608;350
352;429;366;604;351
353;424;367;599;351
354;422;367;598;352
355;421;367;597;352
356;421;367;597;352
357;421;366;597;352
358;423;366;599;351
359;424;366;601;351
360;426;366;601;351
361;427;367;601;351
362;427;367;602;351
363;426;367;602;351
364;425;367;599;351
365;424;366;600;351
366;423;366;599;351
367;423;366;599;351
368;424;365;600;350
369;424;365;600;350
370;424;365;599;350
371;424;365;600;350
372;425;365;599;350
373;425;365;599;350
374;425;365;601;350
375;424;365;599;350
376;423;365;596;350
377;422;365;595;350
378;422;365;594;351
379;423;365;594;351
380;428;365;597;350
381;437;364;612;348
382;452;361;620;345
383;478;358;634;340
384;490;357;642;339
385;498;356;648;336
386;503;356;651;335
387;505;356;654;335
388;506;357;656;334
389;504;357;655;334
390;495;357;650;336
391;483;358;644;337
392;470;356;637;349
393;453;363;621;345
394;446;364;616;346
395;440;365;612;348
396;435;365;608;349
397;432;365;603;349
398;428;365;598;351
399;427;365;596;351
400;426;365;596;352
401;425;365;595;352
402;420;365;595;351
403;405;363;583;349
404;399;363;577;350
405;392;363;572;352
406;386;363;567;352
407;380;363;562;353
408;371;362;555;354
409;367;362;552;354
410;365;362;550;355
411;364;362;549;355
412;364;362;549;356
413;364;363;549;357
414;372;365;553;358
415;380;364;559;358
416;387;364;566;357
417;395;363;572;356
418;411;364;589;353
419;427;361;602;350
420;450;359;612;345
421;464;359;622;343
422;474;358;630;342
423;486;359;641;341
424;490;359;644;340
425;492;360;646;340
426;494;360;648;340
427;495;361;649;340
428;494;361;649;340
429;487;361;645;340
430;477;363;638;343
431;466;363;629;345
432;461;364;625;347
433;450;365;618;349
434;444;365;615;350
435;440;365;612;352
436;437;366;610;353
437;434;366;607;353
438;429;367;603;354
439;428;367;601;355
440;427;367;600;355
441;426;367;599;355
442;425;367;598;354
443;423;367;597;354
444;424;367;596;354
445;424;367;596;354
446;424;367;596;354
447;425;366;597;354
448;427;365;598;352
449;428;365;600;352
450;430;366;602;353
451;433;366;604;353
452;436;367;607;352
453;439;367;610;351
454;439;367;609;351
455;438;367;608;351
456;436;367;606;352
457;434;367;605;352
458;429;367;603;352
459;428;367;602;353
460;427;367;601;353
461;425;367;600;353
462;425;366;601;352
463;426;366;597;352
464;426;365;596;352
465;425;365;595;352
466;424;366;594;353
467;423;366;593;353
468;422;366;592;353
469;421;366;592;353
470;420;365;591;353
471;420;365;591;354
472;419;365;590;353
473;418;365;590;353
474;418;364;590;353
475;418;364;591;352
476;418;364;591;352
477;419;364;591;352
478;419;363;592;352
479;419;363;592;351
480;418;362;592;351
481;417;362;590;351
482;417;362;590;351
483;416;362;589;351
484;416;362;589;351
485;415;363;589;351
486;414;363;588;351
487;414;363;587;351
488;413;363;587;351
489;413;363;587;351
490;413;363;587;351
491;413;363;587;351
492;413;363;589;351
493;415;363;592;351
494;415;364;591;351
495;415;364;591;351
496;416;364;591;351
497;415;364;592;351
498;415;364;589;351
499;415;364;591;351
500;415;364;588;352
501;414;364;588;352
502;414;364;587;352
503;413;364;587;352
504;411;364;586;352
505;411;364;585;352
506;405;366;583;355
507;397;370;575;358
508;390;372;568;360
509;378;373;559;364
510;372;373;556;365
511;369;373;548;366
512;366;374;551;367
513;369;373;555;366
514;383;367;563;346
515;387;367;567;353
516;391;368;572;358
517;395;368;575;358
518;398;368;577;357
519;402;367;580;355
520;403;366;581;354
521;404;366;583;354
522;405;366;584;354
523;407;366;584;353
524;408;365;586;353
525;405;362;583;351
526;402;360;579;350
527;399;359;578;351
528;398;359;581;351
529;402;361;585;352
530;404;361;585;351
531;405;361;587;351
532;406;360;585;350
533;407;359;587;349
534;413;360;587;349
535;418;361;595;350
536;422;362;597;350
537;427;362;599;350
538;430;363;606;349
539;431;362;605;348
540;422;357;599;342
541;413;351;591;338
542;402;345;581;335
543;390;338;569;330
544;368;327;550;323
545;361;325;544;322
546;356;324;541;321
547;354;324;540;321
548;353;325;540;322
549;374;331;551;332
550;377;333;554;267
551;387;350;538;267
552;394;355;576;347
553;401;358;581;350
